ACE-inhibitors,"angiotensin-converting enzyme inhibitor, enalapril, captopril, lisinopril, ramipril, imidapril, benazepril, Enacard, Lotensin, Capoten, Vasotec, Prinivel, Zestril, fosinopril, moexipril, perindopril, quinapril, trandolapril","['Lethargy', 'weakness', 'hypotension (low blood pressure)', 'tachycardia (high heart rate)', 'vomiting', 'diarrhea']"
Hosta,Hosta,"['Vomiting', 'Diarrhea', 'Anorexia', 'Lethargy']"
Hurricane Plant,"Ceriman, Mexican breadfruit, Monstera, Swiss cheese plant, Cut-leaf philodendron, Split-leaf philodendron, Saddle leaf philodendron","['Drooling', 'Pawing at the mouth', 'Oral pain', 'Decreased appetite', 'Vomiting']"
Hydrangea,None,"['Lethargy', 'Vomiting', 'Diarrhea']"
Hydrocarbons,"Gasoline, kerosene, motor oil, petroleum distillates, paint thinner, fuel, tiki-torch fluid, oil, transmission fluid, brake fluid","['Vomiting', 'Drooling', 'Increased respiratory rate', 'Coughing', 'Skin irritation', 'Eye irritation', 'Incoordination', 'Coma']"
Ibuprofen,"Advil, Motrin, NSAID, Non-steroidal anti-inflammatory","['If you think your dog or cat has ingested ibuprofen, call your veterinarian or Pet Poison Helpline immediately for life-saving treatment advice.']"
Imidazoline,"Oxymetazoline, tetrahydrozoline, naphazoline, nasal sprays, nasal decongestants, Afrin, ophthalmic preparation, Visine, eye drops, Alpha-2 Agonists","['Vomiting', 'Lethargy or depression', 'Agitation', 'Incoordination', 'low blood pressure', 'Life-threatening low heart rate']"
Iris,Iridaceae Sp,"['Drooling', 'Vomiting', 'Diarrhea', 'Lethargy']"
Iron,"prenatal vitamins, iron supplements, fertilizers, vitamins, multivitamins, heavy metal, oxygen absorber, hand warmers, elemental iron","['Vomiting', 'Diarrhea', 'Bloody diarrhea', 'Lethargy', 'Abdominal pain', 'Shock', 'Elevated heart rate', 'Panting; Tremors', 'Organ effects;']"
Isoniazid,"INH, tuberculosis medication",[]
Ivermectin,"moxidectin, milbemycin, heartworm medication, equine dewormer, Bimectin, Ivomec, Heartgard & Heartgard Plus, Iverhart Plus & Iverhart Max, Pet Trust, Tri-Heart Plus & Acarexx",[]
Jack-in-the-Pulpit,"Arisaema, Jack in the pulpit, memory root, wake robin, three-leaved Indian turnip, wild turnip, bog onion, dragon root, devil's dear, starch wort","['Drooling', 'Oral pain', 'Pawing at the mouth', 'Vomiting', 'Inappetance']"
Jade Plant,Crassula,"['Vomiting', 'Anorexia', 'Lethargy', 'Stumbling gait']"
Japanese Show Lily,"Lilies, Japanese show lily, Asiatic lily, Lilium speciosum","['For more information about lilies, including safer alternative flowers for homes with cats and educational materials, visit our No Lilies for Kitties page.']"
Java Beans,None,[]
Jerusalem Cherry,"Solanum, Solanum pseudocapsicum, winter cherry, natal cherry",[]
Jessamine,"Carolina Jessamine, Yellow Jessamine, Evening trumpet, Gelsemium, woodbine",[]
Jimson Weed,"Datura stramonium, Devil's Trumpet, thorn apple, Indian apple, black datura, jimsonweed, tolguacha, Jamestown weed",[]
Jonquil,None,[]
Jungle Trumpet,None,[]
Kaffir lily,Clivia miniata,"['vomiting', 'salvation', 'diarrhea; large ingestions cause convulsions', 'low blood pressure', 'tremors, and cardiac arrhythmias', 'Bulbs are the most poisonous part.']"
Kalanchoe,Kalanchoe,"['vomiting', 'diarrhea', 'abnormal heart rhythm (rare)']"
Kerosene,"kerosine, paraffin, paraffin oil","['Vomiting', 'Drooling', 'Increased breathing', 'Skin irritation', 'Eye irritation', 'Staggering', 'Coma']"
Lace Fern,"Myriopteris gracillima, formerly known as Cheilanthes gracillima",[]
Lacy Tree,Philodendron Selloum or Bipinnatifidum,"['Hypersalivation', 'Vomiting', 'Inappetence', 'Diarrhea']"
Lantana,"Lantana camara, and many other varieties","['depression', 'vomiting', 'diarrhea', 'weakness', 'possible liver failure (which is mostly a risk for farm animals)']"
Larkspur,Delphinium or Consolida,"['Vomiting and diarrhea  cats and dogs', 'weakness', 'drooling', 'abnormal heart rhythms', 'constipation', 'abdominal pain', 'paralysis', 'tremors and seizures  livestock, cattle']"
Lead,"paint, batteries, heavy metals, shot, fishing sinkers, sinkers, leaded glass, ceramic, pottery, plumbing, solder, linoleum, buckshot, bullets, EDTA",['Help minimize exposure to pets and wildlife by keeping lead out of the environment!']
Leeks,Allium porrum,[]
Lilies,"Lilium, Hemerocallis","['Vomiting', 'anorexia', 'kidney failure']"
Lily of the Valley,"Convallaria, lily",[]
Liquid Potpourri,"Essential oils, corrosive",[]
Locoweed,None,[]
Long-acting Anticoagulants,"mouse and rat poison, anticoagulants, brodifacoum, d-Con, Vitamin K, difethialone, bromadiolone, warfarin, diphacinone, chlorophacinone","['The dose needed to cause poisoning from LAACs varies greatly between active ingredients and species of animal. With some types (e.g., brodifacoum), it only takes a very small amount to cause poisoning, especially in dogs. Other types have a wider margin of safety (e.g., bromadiolone) and it takes a larger amount to cause poisoning. In general, cats are typically quite resistant to the effects of LAACs and often require a much higher dose than dogs to cause poisoning. The age and health of the pet may be another factor determining whether or not the amount ingested will be poisonous. Animals with underlying liver or gastrointestinal disease, as well as the very young or very old, are more at risk.']"
Lunesta,"sleep aid, eszopiclone, Ambien, benzodiazepine, Valium",[]
Lupine,Lupinus,[]
Macadamia Nuts,Macadamia integrifolia and Macadamia tetraphylla,[]
Madagascar Dragon Tree,"corn plant, dragon tree, money tree, red-marginated Dracaena, red-margined Dracaena, ribbon plant, straight-marginated Dracaena, straight-margined Dracaena","['Drooling', 'Vomiting', 'Diarrhea', 'Abdominal pain', 'Weakness', 'Incoordination', 'Dilated pupils (in cats)']"
Marble Queen,"Epipremnum aureum, golden pothos, Scindapsus spp., devil's ivy, hunter's robe",[]
Marigold,"Tagetes spp. - African marigold, French marigold; Calendula officinalis - pot marigold",[' ']
Marijuana,"THC, Cannabis, pot, hashish, pot brownies, weed, grass, Mary Jane, reefers, hemp, devil weed, pot butter","['In dogs and cats poisoned by marijuana, clinical signs can be seen within minutes to hours depending on how the pet was exposed (inhalation versus ingestion). Classic signs of poisoning include a dazed expression, glassy eyes, incoordination, slow response times, and dribbling urine. Vomiting and drooling are also common, despite marijuana_ anti-nausea effects. Other signs include changes in heart rate, vocalization, neurological stimulation, hyperactivity, or coma.']"
Matches,"heavy metals, potassium chlorate",[]
Mayapple,"Indian Apple, American Mandrake, Umbrella leaf, Podophyllum, ground cover",[]
Meloxicam,Metacam,[]
Metaldehyde,"Snail bait, slug bait, snail poison, slug poison, acetaldehyde",[]
Methionine,"amino acid, urine acidifer, chewable",[]
Methylphenidate,"ADD medication, ADHD medication, Ritalin, Ritalin SR, Methylin, Methylin ER, amphetamine, amphetamines",[]
Mexican Breadfruit,"Ceriman, Cut-leaf philodendron, Split-leaf philodendron, Swiss cheese plant, Hurricane plant, Monstera deliciosa, Fruit salad plant",[]
Milkweed,"Giant milkweed, cardiac glycoside, Asclepias","['Dogbane', 'Foxglove', 'Giant milkweed', 'Kalanchoe', 'Lily of the valley', 'Oleander', 'Star of Bethlehem']"
Miniature Croton,"croton, garden croton","['Drooling', 'Vomiting', 'Diarrhea', 'Skin irritation']"
Mistletoe,"Phoradendron, Christmas yuletide plants",[]
Mock Orange,None,[]
Moldy Food (Mycotoxins),"aflatoxin, Aspergillus, moldy food, mold, penitrem, roquefortine, tremorgenic mycotoxins, compost, Penicillium",[]
Monkshood,"wolfsbane, friars cap, Acontium",[]
Morning Glory,Ipomoea,[]
Mothballs,"naphthalene, PDB, paradichlorobenzene, camphor, moth balls, moth repellants, organochlorine","['If you suspect your dog or cat ingested mothballs, contact your veterinarian or Pet Poison Helpline immediately for life-saving treatment advice.']"
Mother-in-Law's Tongue,"mother-in-law, good luck plant, golden bird's nest, Sansevieria trifasciata, snake plant","['Drooling', 'Decreased appetite', 'Lethargy or depression', 'Vomiting']"
Mountain Laurel,"Kalmia latifolia, sheep kill, laurel, angustifolia",[]
Mouse and Rat Poison,"anticoagulants, cholecalciferol, phosphide, bromethalin, brodifacoum, d-Con, difethialone, bromadiolone, warfarin, diphacinone, chlorophacinone, Fastrac, Clout, Assault, Tomcat, Jaguar, Real Kill, Vengeance, vitamin D3, Arrex, Commando, Gopha-Rid, Sweeney's Poisoned Peanuts, rodenticides","['There are four common active ingredients in mouse and rat poisons: long-acting anticoagulants, cholecalciferol, bromethalin, and phosphides. Each has a different mechanism of action of poisoning, and not all are treated with Vitamin K1! It is important to make sure you and your veterinarian have correctly identified the active ingredient in the product ingested to make sure treatment is appropriate. Corn cellulose and corn gluten are used less commonly and do not have a concern for poisoning.']"
Moxidectin,"milbemycin, heartworm medication, equine dewormer, Bimectin, ivermectin",[]
Mushrooms,"Amanitins, Amanita phalloides, Galerina, Lepiota, death cap, death angel, muscarine, Inocybe, Clitocybe, false morel, Gyromitra, hallucinogenic mushrooms, Psilocybe, Agaricus, Boletus","['If you see your dog eat a mushroom, contact your veterinarian or Pet Poison Helpline immediately for treatment advice.']"
NSAIDs,"non-steroidal antiinflammatories, non-steroidal anti-inflammatories, NSAID, NSAIDs, ibuprofen, naproxen, carprofen, deracoxib, meloxicam, etogesic, diclofenac","['If you suspect your dog or cat was poisoned by an NSAID, call your veterinarian and Pet Poison Helpline immediately for life-saving treatment advice. The sooner you treat this, the less expensive and less dangerous to your pet it is!']"
Naproxen,"Aleve, NSAID, Midol, NSAIDs","['Never give naproxen to your dog or cat. If you suspect your pet was poisoned by naproxen, call your veterinarian or Pet Poison Helpline immediately for life-saving treatment advice. The sooner you treat naproxen poisoning, the better the outcome.']"
Narcissus,"Narcissus, daffodils, Paper White, Jonquils, bulbs, spring bulbs","['Drooling', 'Nausea', 'Vomiting', 'Diarrhea', 'Increased heart rate', 'Abdominal pain', 'Abnormal breathing', 'Cardiac arrhythmias']"
Needlepoint Ivy,None,[]
Nicotine,"nicotine patches, nicotine gum, chewing tobacco, cigars, cigaretts, tobacco, cigarettes, bidi cigar, Nicorette, cigarette butts, xylitol",[]
Nightshade,Nightshade varities,[]
Oleander,"Nerium oleander, white oleander, cardiac glycosides","['Dogbane', 'Giant milkweed', 'Foxglove', 'Kalanchoe', 'Lily of the valley', 'Milkweed', 'Star of Bethlehem']"
Onions,Allium species,[]
Opioids & Opiates,"Suboxone, torbugesic, fentanyl, buprenorphine, Buprenex, Subutex, alfentanil, Alfenta, codeine, etorphine, M99, Duragesic, Actiq, Sublimaze, heroin, hydrocodone, Lorcet, Lortab, opioid, opioids, Vicodin, Vicoprofen, Lortab, hydromorphone, Dilaudid, loperamide, Imodium, Dimor, Lopex, meperidine, Demerol, methadone, Dolophine, Methadose, morphine, Nubain, nalbuphine, Narcan, naloxone, naltrexone, oxycodone, OxyContin, Percocet, Percodan, Numorphan, oxymorphone, Opana, Talwin, pentazocine, remifentanil, Ultiva, sufentanil, Sufenta, tapentadol, Nycynta, tramadol, Ultram, opiod",[]
Organophosphates,"disulfuton, OP, carbamates, chlorpyrifos, flea collar, parathion, fensulfothion, terbufos, TEPP, dichlorvos, malathion, aldicarb, carbofuran, methomyl, carbofuran, propuxur, pralidoxime",[]
Oriental Lily,"Lilies, Asiatic lily, Asiatic hydrid lily, Lilium, Oriental hybrid lily","['For more information about lilies, including safer alternative flowers for homes with cats and educational materials, visit our No Lilies for Kitties page.']"
Oxalates (Insoluble),"Araceae, Dieffenbachia, Calla lily, Arrowhead, Dumbcane, Peace lily, Philodendron, Pothos, Golden Pothos, Umbrella plant, Elephant's ear, Chinese evergreen, Schefflera, pothos, satin pothos, African Evergreen, Arrow-Head Vine, Green Gold Nephthytis","['Drooling', 'Oral pain', 'Pawing at the mouth', 'Vomiting', 'Decreased appetite']"
Oxalates (Soluable),"rhubarb, Rheum, shamrock, Oxalis, acute kidney failure, oxalic acid, Araceae, Oxalidaceae, Liliaceae, star fruit",[]
Paintballs,"Paint balls, glycerol, glycerin, polyethylene glycol, PEG, sorbitol, salt, hypernatremia","['If you suspect your dog ate paintballs, call your veterinarian or Pet Poison Helpline immediately for life-saving advice.']"
Paraquat,"herbicide, defoliant, fertilizer, suicide",[]
Peace Lily,"Peace lilies, Mauna Loa plant, Spathiphyllum, white sails","['Drooling', 'Pawing at the mouth', 'Oral pain', 'Decreased appetite', 'Vomiting']"
Peach Pits,None,[]
Pencil Cactus,Euphorbia tirucalli,"['Drooling', 'Vomiting', 'Diarrhea', 'Skin irritation', 'Eye irritation']"
Pennyroyal Oil,"liver failure, essential oil",[]
Peony,Common peony,"['Vomiting', 'Diarrhea']"
Periwinkle,"Running Myrtle, Vinca, ground cover",[]
Peruvian lily,Alstroemeria,"['Vomiting', 'Anorexia']"
Pesticides,"Pyrethrins, pyrethroids, insecticides, herbicides",[]
Petroleum Distillates,"Gasoline, hydrocarbons, motor oil, kerosene, fuel, tiki-torch fluid, oil, transmission fluid, brake fluid","['Vomiting', 'Drooling', 'Increased breathing', 'Skin irritation', 'Eye irritation', 'Walking drunk', 'Coma']"
Phenylpropanolamine,"PPA, urinary incontinence, Proin, chewable urinary","['Agitation', 'Hypertension', 'Abnormal heart rate', 'Tremors', 'Seizures', 'Dilated pupils']"
Philodendron,"Fiddleleaf philodendron, fiddle leaf, horsehead philodendron, heartleaf, heart leaf vine, giant philodendron, tree philodendron","['Drooling', 'Pawing at the mouth', 'Oral pain', 'Decreased appetite', 'Vomiting']"
Phosphides,"Rodenticide AG, Gopha-Rid, ZP, Sweeney's Poisoned Peanuts, phosphide, aluminum phosphide, zinc phosphide, Arrex, Denkarin Grains, Phosvin, Pollux, Ridall, Ratol, Zinc-Tox","['Never give home remedies like milk or food without consulting a veterinarian or Pet Poison Helpline specialist first! Likewise, never induce vomiting in your dog or cat without consultation, as it can be more dangerous to your pet.']"
Pimobendan,"heart medication, Vetmedin, inodilator",[]
Pine Oil,"Phenols, phenolic, disinfectants, cleaning, corrosive, essential oil, terpene, terpineol",[]
Play Dough (Homemade),"salt poisoning, salt toxicity, salt dough, salt dough ornaments, hypernatremia","['Salt poisoning in dogs and cats results in signs of vomiting, diarrhea, decreased appetite, lethargy, incoordination, excessive thirst or urination. In severe cases, tremors, seizures, coma, and even death are possible.']"
Plumosa Fern,"Plum fern, Plumrose fern, Asparagus fern, Lace fern, emerald fern, Shatavari",[]
Poinciana,"Poinciana gilliesii, Bird of Paradise, Barbados Pride, Peacock flower, Pride of Barbados, Caesalpinia gilliesii",[]
Poinsettia,"Euphorbia, lobster flower, flame leaf flower, Flower of the Holy Night, Flower of Christmas Eve, Crown of the Andes, Easter flower","['Drooling', 'Licking lips', 'Vomiting', 'Diarrhea', 'Skin irritation (including redness, swelling, and itchiness)', 'Eye irritation']"
Poison Hemlock,None,[]
Poison Ivy,"Eastern poison ivy, western poison ivy, poison oak, poison sumac and poison ash are also Toxicodendron species",[]
Poison Oak,None,[]
Pokeweed,Phytolacca,[]
Poppy,"Papaver, opium, opioids, opoids",[]
Potato (Green),None,[]
Precatory Bean,"Abrus precatorius, Seminole bead, Buddhist rosary bead, rosary pea, Indian bead, Lucky bean, Love bean.",[]
Primrose,None,[]
Privet,Ligustrum,[]
Propylene Glycol,"Pet-safe antifreeze, PG",[]
Pyrethrins & Pyrethroids,"pyrethroids, Chrysanthemum, flea and tick topical spot-on medications, bifenthrin, permethrin, allethrin, tetramethrin, cyfluthrin, cyhalothrin, cypermethrin, deltamethrin","['If you think your dog or cat are having side-effects or were exposed to pyrethrins/pyrethroids, call your veterinarian or Pet Poison Helpline immediately for life-saving treatment advice.']"
Queensland Nut,Macadamia integrifolia and Macadamia tetraphylla,[]
Raisins,Vitis species,[]
Rattlesnake,"Crotalids, poisonous snakes, rattlesnake, Timber rattlesnake, cottonmouth, water moccasin, copperheads, venom, antivenin, antivenom, eastern diamondback","['If you suspect your pet was bitten by a rattlesnake, prompt veterinary attention is necessary for IV fluids, pain medication, wound care, and the antidote (a costly antivenom). Contact your veterinarian or Pet Poison Helpline for life-saving advice. Do not approach the snake trying to identify it, or you yourself may be bitten.']"
Red Lily,"Lilies, Lilium, red lily, wood lily, Western lily","['For more information about lilies, including safer alternative flowers for homes with cats and educational materials, visit our No Lilies for Kitties page.']"
Red-Marginated Dracaena,"red-margined Dracaena, straight-marginated Dracaena, Madagascar dragon tree, rainbow tree",[]
Rhododendrons,"azalea, Ericaceae, grayanotoxin",[]
Rhubarb,"pie plant, soluble calcium oxalate crystals, soluble oxalates","['Drooling', 'Inappetance', 'Vomiting', 'Diarrhea', 'Lethargy', 'Weakness', 'Tremors', 'Bloody urine', 'Changes in thirst and urination']"
Ribbon Plant,"corn plant, cornstalk plant, Dracaena, dragon tree, red-marginated Dracaena, red-margined Dracaena","['Drooling', 'Vomiting', 'Diarrhea', 'Abdominal pain', 'Weakness', 'Incoordination', 'Dilated pupils (in cats)']"
Rubber Tree Plant,"Ficus, Indian rubber bush, Indian rubber tree, rubber fig, rubber plant","['Decreased appetite', 'Drooling', 'Vomiting', 'Diarrhea', 'Skin irritation']"
Rubrum Lily,"Lilies, Lilium, Japanese show lily, Lilium speciosum var. rubrum","['For more information about lilies, including safer alternative flowers for homes with cats and educational materials, visit our No Lilies for Kitties page.']"
Sago Palm,"Cycads, Cycadaceae, sago, Zamias, Macrozamia, Cycas cirinalis, Japanese cycad, Cycad revolute, Coontie plant, Zamia pumila, Cardbord palm, Zamia furfuracea",[]
Salt,"hypernatremia, paintballs, paint balls, homemade play dough, salt dough, sea salt, enemas, de-icers, table salt","['If you think your dog or cat has been poisoned by salt, call your veterinarian or Pet Poison Helpline immediately for life-saving treatment advice.']"
Sansevieria,"mother-in-law's tongue, good luck plant, golden bird's nest, Sansevieria trifasciata, snake plant","['Drooling', 'Decreased appetite', 'Lethargy or depression', 'Vomiting']"
Schefflera,"Dwarf umbrella tree, umbrella tree, umbrella plant, octopus tree, seven fingers","['Drooling', 'Pawing at the mouth', 'Oral pain', 'Decreased appetite', 'Vomiting']"
Scorpions,"Centruroides, venom, envenomation",[]
Scotch Broom,Cytisus,[]
Shamrock,"Oxalis, Sorrel, soluble calcium oxalate crystals, soluble oxalates, purple shamrock, love plant","['Drooling', 'Inappetance', 'Vomiting', 'Diarrhea', 'Lethargy', 'Weakness', 'Tremors', 'Bloody urine', 'Changes in thirst and urination']"
Skunk Cabbage,"Symplocarpus foetidus, fetid pothos, Midas's ears, poison-in-the-pillory, Eastern skunk cabbage","['Drooling', 'Pawing at the mouth', 'Oral pain', 'Decreased appetite', 'Vomiting']"
Sleep Aids,"Lunesta, Ambien, zolpidem, eszopiclone, zaleplon, Sonata","['Severe sedation', 'Severe agitation', 'Hyperactivity', 'Aggression', 'Panting', 'Vomiting', 'Diarrhea', 'Drooling', 'Tremors', 'Hyperthermia', 'Walking drunk', 'Respiratory or cardiovascular depression']"
Smoke Inhalation,"CO, carbon monoxide, cyanide, thermal injury, house fire","['Difficulty breathing', 'Increased respiratory rate', 'Burns, swelling, or inflammation of the mouth, eyes, skin, upper airway', 'Open-mouthed breathing (cats)', 'Walking drunk', 'Weakness/lethargy', 'Foaming at the mouth', 'Smoke smell to the fur', 'Vocalizing', 'Coma', 'Seizures', 'Squinting', 'Ocular burns', 'Skin burns']"
Snowdrops,Galanthus caucasicus,"['Drooling', 'Vomiting', 'Abdominal pain', 'Diarrhea', 'Incoordination', 'Drop in blood pressure and heart rate', 'Seizures']"
Spider Lily,None,[]
Spiders,"Black widow, brown recluse, spider bite","['Redness to the skin', 'Bite wound', 'Swelling', 'Inflammation to the skin', 'Pain to the touch', 'Warmth or hot feeling to the touch', 'Necrosis of the skin', 'Bruising', 'Vomiting', 'Scabbing of the skin', 'Local itchiness of the skin', 'Organ failure', 'Fever', 'Abnormal clotting']"
Split-Leaf Philodendron,"Cut-leaf philodendron, Hurricane plant, Mexican breadfruit, Saddle Leaf philodendron, Swiss cheese plant, windowleaf, Monstera","['Drooling', 'Pawing at the mouth', 'Oral pain', 'Decreased appetite', 'Vomiting']"
Spotted Dumbcane,"Dieffenbachia, Spotted Dumb Cane, Giant Dumb Cane, Tropic Snow","['Drooling', 'Oral pain', 'Pawing at the mouth', 'Vomiting', 'Decreased appetite']"
Star Fruit,"starfruit, soluble oxalate crystals, soluble calcium oxalate","['Drooling', 'Inappetance', 'Vomiting', 'Diarrhea', 'Lethargy', 'Weakness', 'Tremors', 'Bloody urine', 'Changes in thirst and urination']"
Star of Bethlehem,"cardiac glycoside, Ornithogalum","['Dogbane', 'Foxglove', 'Giant milkweed', 'Kalanchoe', 'Lily of the valley', 'Milkweed', 'Oleander']"
Stargazer Lily,"Lilies, Lilium, Asiatic hydrid lily","['For more information about lilies, including safer alternative flowers for homes with cats and educational materials, visit our No Lilies for Kitties page.']"
Stinging Nettle,Urtica,"['Erythema (redness)', 'Swelling', 'Intense itching', 'Drooling', 'Pawing at the mouth', 'Vomiting', 'Labored breathing', 'Muscle fasciculations (twitching)', 'Incoordination (ataxia)']"
String of Pearls,None,[]
Striped Dracaena,"Warneckii Dracaena, Janet Craig plant",[]
Strychnine,"Strychnos, prairie dog poison, gopher poison, poisoned meatball",[]
Super Glue,"cyanoacrylate glue, Krazy Glue",[]
Sweet Pea,Lathyrus,[]
Taro Vine,"Pothos, golden pothos, devil's ivy, ivy arum, hunter's robe",[]
Tea Tree Oil,"Melaleuca, essential oils",[]
Test Poison,"Goosefoot plant, American evergreen, Arrowhead vine, Arrowleaf vine, Trileaf wonder azzza testtest",[]
Thyroid Medications,"Armour desiccated thyroid, levothyroxine, Synthroid, Soloxine, T4, T3",[]
Tick Collar,"Amitraz, Preventic, pyrethrins, pyrethroids, organophosphates, carbamates",[]
Tiger Lily,"Lilies, Lilium, Lilium lancifolium, Lilium tigrinum","['For more information about lilies, including safer alternative flowers for homes with cats and educational materials, visit our No Lilies for Kitties page.']"
Tinsel,"linear foreign body, string, yard, cassette tape",[]
Toads,"Bufo toads, cane toads, Colorado River toad, Marine toad, frogs, bufotoxins, bufodienolids, bufagins, bufotenins, bufotionins","['If you suspect your pet mouthed, licked or ingested a toad, rinse the mouth out immediately and call your veterinarian or Pet Poison Helpline for immediate life-saving advice.']"
Tobacco,"Nicotiana, cigarette, cigar, nicotene, Nicorette, bidi cigar",[]
Tomato,"Lycopersicon, tomato, potato, solanine",[]
Tree Philodendron,"Cut-leaf philodendron, lacy tree philodendron, Selloum, Philodendron",[]
Tropic Snow Dumbcane,"Spotted Dumb Cane, Giant Dumb Cane, Tropic Snow, Dieffenbachia amoena, Dieffenbachia","['Drooling', 'Oral pain', 'Pawing at the mouth', 'Vomiting', 'Decreased appetite']"
Tulips & Hyacinths,"Liliaceae, tulips, hyacinths",['Common signs to watch for:']
Virginia Creeper,None,[]
Vitamins,"multivitamins, xylitol, iron, prenatal",[]
Warneckii Dracaena,"striped Dracaena, Janet Craig plant","['Drooling', 'Vomiting', 'Diarrhea', 'Abdominal pain', 'Weakness', 'Incoordination', 'Dilated pupils (in cats)']"
Water Hemlock,"Cowbane, Poison parsley, poison parsnip",[]
Weeping Fig,"Benjamin fig, Benjamin tree, ficus tree, ficus","['Decreased appetite', 'Drooling', 'Vomiting', 'Diarrhea', 'Skin irritation']"
Windshield Wiper Fluid,"Methanol, antifreeze","['Depression or lethargy', 'Vomiting', 'Incoordination', 'Disorientation', 'Tremors', 'Low blood sugar (hypoglycemia)']"
Wisteria,None,[]
Wood Lily,"Lilies, red lily, Western red lily, wood lily, Lilium philadelphicum, Lilium umbellatum","['For more information about lilies, including safer alternative flowers for homes with cats and educational materials, visit our No Lilies for Kitties page.']"
Xylitol,"sugar-free, sugarless, gum, bubble gum, mints, breath mints, toothpaste, chewable vitamins, nasal spray, sugar alcohol, acute hepatic necrosis, hypoglycemia, liver failure",[]
"Yesterday, Today, Tomorrow","Brunfelsia, lady of the night plant, noon and night plant",[]
Yew,"Taxus, Japanese yew, English yew, Chinese yew, tree of death, evergreen, taxine",[]
Yucca,Yucca,[]
Zinc,"pennies, metallic nuts, coin, bolts, staples, galvanized metal, zippers, toys, zinc oxide, Desitin, diaper rash, diaper rash cream, penny","['Content written by: Dr. Cat Angle, DVM, MPH, Pet Poison Helpline']"
5-fluorouracil (5-FU),"5-FU, Efudex, Carac, Adrucil, Fluoroplex, topical chemotherapy",[]